school_name,district_name,city,state,admin_approved
Dove Science Academy Tulsa Hs,Dove Schools of Tulsa (Charter),Tulsa,OK,true
Crowley's Ridge Academy,,Paragould,AR,false
Harding Academy,,Searcy,AR,false
Central Arkansas Montessori Inc.,,North Little Rock,AR,false
The Anthony School,,Little Rock,AR,false
The Childrens House Montessori School,,Little Rock,AR,false
St Brigid School,,San Francisco,CA,false
St Cecilia School,,San Francisco,CA,false
Dover Area HS,Dover Area SD,Dover,PA,false
Ewing Adventist Junior Academy,,Bonnerdale,AR,false
Little Rock Adventist Academy,,Little Rock,AR,false
Ozark Adventist Academy,,Gentry,AR,false
Ozark Adventist School,,Gentry,AR,false
St. Petersburg High School,Pinellas,St Petersburg,FL,true
Independence High,Kern High,Bakersfield,CA,true
Marysville Charter Academy for the Arts,Marysville Joint Unified,Marysville,CA,false
Ruskin Elementary School,Ware County,Waycross,GA,false
Russell Elementary School,Cobb County,Smyrna,GA,false
Russell Elementary School,Houston County,Warner Robins,GA,false
Russell Middle School,Barrow County,Winder,GA,true
Fairview High School,Fairview H S,Fairview,MT,false
Fairview Intermediate,Jennings,Jennings,MO,false
Shepherd Middle School,Shepherd Elem,Shepherd,MT,true
Dover Area MS,Dover Area SD,Dover,PA,false
Dover Avenue Elementary School,Dover City,Dover,OH,false
Downey Sch,Harrisburg City SD,Harrisburg,PA,false
Doyle El Sch,Central Bucks SD,Doylestown,PA,false
Fairview High School,Williamson County,Fairview,TN,false
London H S,London Isd,Corpus Christi,TX,false
St Thomas More School,,Alhambra,CA,false
Holy Angels School,,Arcadia,CA,false
Our Lady of Fatima School,,Artesia,CA,false
St Bernard School,,Bellflower,CA,false
St Dominic Savio School,,Bellflower,CA,false
St Francis Xavier School,,Burbank,CA,false
St Robert Bellarmine Elementary School,,Burbank,CA,false
Our Lady of the Valley School,,Canoga Park,CA,false
St John Eudes School,,Chatsworth,CA,false
Homestead High,Mequon-Thiensville School District,Mequon,WI,true
Marysville Community Day,Marysville Joint Unified,Marysville,CA,true
Ruth Hill Elementary School,Coweta County,Newnan,GA,false
Fairview J H,Alvin Isd,Alvin,TX,true
Our Lady of the Assumption School,,Claremont,CA,false
Emerson H S,Frisco Isd,Mckinney,TX,false
St Raymond School,,Downey,CA,false
Holy Family Grade School,,Glendale,CA,false
Ruth M Schneider Elem School,Blue Ridge CUSD 18,Farmer City,IL,false
Frontier High,Oxnard Union High,Camarillo,CA,true
Professional & Technical High School,Osceola,Kissimmee,FL,true
Rutland Elem School,Rutland CCSD 230,Ottawa,IL,false
Rutland High School,Bibb County,Macon,GA,true
Rutland Middle School,Bibb County,Macon,GA,true
Hendrickson H S,Pflugerville Isd,Pflugerville,TX,false
Iltexas Katy Westpark H S,International Leadership of Texas (Iltexas),Richmond,TX,false
Lightridge High,Loudoun County Public Schools,Aldie,VA,false
Marysville Getchell High School,Marysville School District,Marysville,WA,false
Orange County High,Orange County Public Schools,Orange,VA,false
Incarnation Parish School,,Glendale,CA,false
St Matthias Elementary School,,Huntington Park,CA,false
St John Chrysostom School,,Inglewood,CA,false
St James-Holy Redeemer School,,La Crescenta,CA,false
Beatitudes of Our Lord Catholic School,,La Mirada,CA,false
St Paul of the Cross School,,La Mirada,CA,false
St Joseph Elementary School,,La Puente,CA,false
St Martha School,,La Puente,CA,false
St Anthony Parish School,,Long Beach,CA,false
Jack Franscioni Elementary,Soledad Unified,Soledad,CA,true
Mills High,San Mateo Union High,Millbrae,CA,false
Quincy Junior/Senior High,Plumas Unified,Quincy,CA,false
Dr David W Kistler El Sch,Wilkes-Barre Area SD,Wilkes Barre,PA,false
Rutledge Hall Elem School,Lincolnwood SD 74,Lincolnwood,IL,false
Fairview Middle School,Williamson County,Fairview,TN,false
San Vicente Elementary,Soledad Unified,Soledad,CA,true
St Athanasius Elementary School,,Long Beach,CA,false
Fairview Middle School,Leon,Tallahassee,FL,true
Frank Ledesma Elementary,Soledad Unified,Soledad,CA,true
Rose Ferrero Elementary,Soledad Unified,Soledad,CA,true
Ryan Park Elementary School,MSD Steuben County,Angola,IN,false
Rykers' Ridge Elementary School,Madison Consolidated Schools,Madison,IN,false
Marysville High School,Marysville Public Schools,Marysville,MI,false
Dr John Hole Elementary School,Centerville City,Dayton,OH,false
Dr. Martin Luther King Jr. School,Portland SD 1J,Portland,OR,false
Eli Pinney Elementary School,Dublin City,Dublin,OH,false
Memorial Hs,Edmond,Edmond,OK,false
Anderson H S,Austin Isd,Austin,TX,false
Fairview Middle School,Marion County Schools,Fairview,WV,true
Fairview Middle School,Central Kitsap School District,Bremerton,WA,true
Cathedral Chapel School,,Los Angeles,CA,false
Divine Saviour School,,Los Angeles,CA,false
Dolores Mission Elementary School,,Los Angeles,CA,false
Holy Spirit Elementary School,,Los Angeles,CA,false
Immaculate Heart of Mary School,,Los Angeles,CA,false
Our Lady of Guadalupe School-Rose Hills,,Los Angeles,CA,false
Our Mother of Good Counsel School,,Los Angeles,CA,false
St Frances X Cabrini School,,Los Angeles,CA,false
St Jerome School,,Los Angeles,CA,false
S Cen Il Reg Workforce Trng,Litchfield CUSD 12,Litchfield,IL,false
Seven Lakes H S,Katy Isd,Katy,TX,false
S E Gross  Middle School,Brookfield Lagrange Park SD 95,Brookfield,IL,false
De Kalb County High School,DeKalb County,Smithville,TN,true
Mart H S,Mart Isd,Mart,TX,true
Roosevelt H S,North East Isd,San Antonio,TX,true
St Martin of Tours Elementary School,,Los Angeles,CA,false
St Paul Elementary School,,Los Angeles,CA,false
St Timothy School,,Los Angeles,CA,false
Mills Middle,Folsom-Cordova Unified,Rancho Cordova,CA,true
S Ellen Jones Elementary School,New Albany-Floyd Co Con Sch,New Albany,IN,false
Colleton County High,Colleton 01,Walterboro,SC,true
Ray H S,Corpus Christi Isd,Corpus Christi,TX,true
Saginaw H S,Eagle Mt-Saginaw Isd,Saginaw,TX,true
School of Santa Isabel,,Los Angeles,CA,false
Transfiguration School,,Los Angeles,CA,false
Our Lady of Malibu School,,Malibu,CA,false
Our Lady of Perpetual Help School,,Santa Clarita,CA,false
Our Lady of Lourdes School,,Northridge,CA,false
St John of God School,,Norwalk,CA,false
St Linus Catholic Elementary School,,Norwalk,CA,false
Santa Clara Elementary School,,Oxnard,CA,false
St Anthony School,,Oxnard,CA,false
Corpus Christi Elementary School,,Pacific Palisades,CA,false
Mary Immaculate Elementary School,,Pacoima,CA,false
Mayfield Junior School,,Pasadena,CA,false
Fairview School (Daep),Paint Rock Isd,Paint Rock,TX,false
Shepherdstown Middle School,Jefferson County Schools,Shepherdstown,WV,false
Capitan Elementary,Capitan,Capitan,NM,false
Fairview Special Programs,Sterling City Isd,Sterling City,TX,false
Fairview Special Programs,Christoval Isd,Christoval,TX,false
S G a Elementary School,Burke County,Sardis,GA,false
St Hilary Elementary School,,Pico Rivera,CA,false
St John Fisher School,,Rancho Palos Verdes,CA,false
St Lawrence Martyr Elementary School,,Redondo Beach,CA,false
Dwight D Eisenhower JHS,Schaumburg CCSD 54,Hoffman Estates,IL,false
S T E M Academy,Dolton SD 149,Calumet City,IL,false
Fairview Program,Roseville Public School District,Roseville,MN,true
Bard High School Early College,New York City Geographic District # 1,New York,NY,true
Captain James Lawrence Elementary School,Burlington City Public School District,Burlington,NJ,false
Cardinal Charter Acad at Wendell Falls,Cardinal Charter Acad at Wendell Falls,Wendell,NC,false
Cardinal Mccloskey Community Charter School,Cardinal Mccloskey Community Charter School,Bronx,NY,false
Carl a Furr Elementary,Cabarrus County Schools,Concord,NC,false
Marion H S,Marion Isd,Marion,TX,false
Temple H S,Temple Isd,Temple,TX,true
Appleton ESchool,Appleton Area School District,Appleton,WI,false
Fairview South,Elmbrook School District,Brookfield,WI,false
Holy Name of Mary Elementary School,,San Dimas,CA,false
Santa Rosa De Lima Catholic School,,San Fernando,CA,false
Ss Felicitas & Perpetua School,,San Marino,CA,false
Mary Star of the Sea Elementary,,San Pedro,CA,false
Holy Trinity School,,San Pedro,CA,false
St Louis De Montfort,,Santa Maria,CA,false
St Monica Catholic Elementary School,,Santa Monica,CA,false
St Francis De Sales School,,Sherman Oaks,CA,false
St Helen Catholic Elementary School,,South Gate,CA,false
St Paschal Baylon School,,Thousand Oaks,CA,false
St Catherine Laboure School,,Torrance,CA,false
Our Lady of Lourdes School,,Tujunga,CA,false
St Mark Elementary School,,Venice,CA,false
Humanities and Science High School - Tempe,Humanities and Sciences Academy of the United Stat (4337),Phoenix,AZ,false
S. L. Lewis Elementary School,Fulton County,College Park,GA,false
Our Lady of the Assumption School,,Ventura,CA,false
Dresden Elementary School,Tri-Valley Local,Dresden,OH,false
St Sebastian School,,Los Angeles,CA,false
Success Academy Lewis,Arizona Department of Corrections (8336),BUCKEYE,AZ,false
S.L. Mason Elementary School,Valdosta City,Valdosta,GA,false
Driscoll Elementary School,Centerville City,Dayton,OH,false
Northeast MS,Bethlehem Area SD,Bethlehem,PA,true
Northeastern SHS,Northeastern York SD,Manchester,PA,false
Fairview Special Programs,Robert Lee Isd,San Angelo,TX,false
Fairview Special Programs,Olfen Isd,Rowena,TX,false
Fairview Special Programs,Paint Rock Isd,Paint Rock,TX,false
Fairview Vt,Christoval Isd,Christoval,TX,false
Faith High School - 01,Faith School District 46-2,Faith,SD,false
St Gregory the Great School,,Whittier,CA,false
St Bernardine of Siena School,,Woodland Hills,CA,false
The Riviera Ridge School,,Santa Barbara,CA,false
St Bruno Parish School,,Whittier,CA,false
St Christopher Parish School,,West Covina,CA,false
St Bridget of Sweden,,Lake Balboa,CA,false
St Didacus School,,Sylmar,CA,false
St Patrick School,,North Hollywood,CA,false
St Jane Frances De Chantal,,North Hollywood,CA,false
Epiphany Catholic School,,South El Monte,CA,false
Alverno Heights Academy,,Sierra Madre,CA,false
St Monica Catholic High School,,Santa Monica,CA,false
St Annes School,,Santa Monica,CA,false
Dry Hollow Elementary School,North Wasco County SD 21,The Dalles,OR,false
Central Valley High,Ceres Unified,Ceres,CA,true
Jordan H S,Katy Isd,Katy,TX,false
A B Shepard High Sch (Campus),Chsd 218,Palos Heights,IL,true
Bishop Garcia Diego High School,,Santa Barbara,CA,false
San Gabriel Mission Elementary School,,San Gabriel,CA,false
Tazewell High,Tazewell County Public Schools,Tazewell,VA,true
Sacajawea Elementary School,Caldwell District,Caldwell,ID,false
St Anthony School,,San Gabriel,CA,false
Vision Charter School,Vision Charter School Inc. (4430),TUCSON,AZ,false
Juvenile Detention Education Program,Coconino County Accommodation School District (10386),FLAGSTAFF,AZ,false
Sacajawea Middle School,Lewiston Independent District,Lewiston,ID,false
Safe School Program,DeWitt/Livingstn/Logan/McLean ROE,Bloomington,IL,true
Safe School Program,Clintn/Jeffrsn/Marin/Washngtn ROE,Mount Vernon,IL,true
Safe School Program  Centralia,Clintn/Jeffrsn/Marin/Washngtn ROE,Centralia,IL,true
Sagamore Hills Elementary School,DeKalb County,Atlanta,GA,false
Sand Creek Elementary,Hamilton Southeastern Schools,Fishers,IN,false
Sand Creek Elementary School,Jennings County School Corporation,North Vernon,IN,false
Dublin Preparatory Academy Dba Northside Preparatory Academy,Dublin Preparatory Academy Dba Northside Preparatory Academy,Cincinnati,OH,false
Thomas Jefferson High for Science and Technology,Fairfax County Public Schools,Alexandria,VA,false
Assumption of the Bvm Elementary School,,Pasadena,CA,false
Our Lady of the Rosary School,,Paramount,CA,false
St Genevieve High School,,Panorama City,CA,false
Dublin Preschool,Dublin City,Dublin,OH,false
Academy for Technology Engineering Math & Science,Abilene Isd,Abilene,TX,true
Sagle Elementary School,Lake Pend Oreille School District,Sagle,ID,false
Dripping Springs H S,Dripping Springs Isd,Dripping Springs,TX,false
St Genevieve Elementary School,,Panorama City,CA,false
Dublin Scioto High School,Dublin City,Dublin,OH,false
St Joseph High School,,Santa Maria,CA,false
St Paul High School,,Santa Fe Springs,CA,false
San Mateo High,San Mateo Union High,San Mateo,CA,false
Falcon Bluffs Middle School,Jefferson County School District No. R-1,Littleton,CO,false
Falcon Cove Middle School,Broward,Weston,FL,false
Saint Joseph Central School,Fort Wayne Community Schools,Fort Wayne,IN,false
Saint Marys Elementary School,Camden County,Saint Marys,GA,false
Saint Marys Middle School,Camden County,Saint Marys,GA,true
Salamonie Elementary School,Huntington Co Com Sch Corp,Warren,IN,false
Salem Community High School,Salem CHSD 600,Salem,IL,true
Salem High School,Salem Community Schools,Salem,IN,true
Salem High School,Rockdale County,Conyers,GA,true
Salem Middle School,Salem Community Schools,Salem,IN,true
Salem Middle School,DeKalb County,Lithonia,GA,true
Sallas Mahone Elementary,Valdosta City,Valdosta,GA,false
Sallie Zetterower Elementary School,Bulloch County,Statesboro,GA,false
Dwight Morrow High School/Academies@Englewood,Englewood Public School District,Englewood,NJ,true
Dunbar Paul L Sch,Philadelphia City SD,Philadelphia,PA,true
Shawnee Hs,Shawnee,Shawnee,OK,true
Memphis School of Excellence,Memphis-Shelby County Schools,Memphis,TN,true
Notre Dame School,,Santa Barbara,CA,false
Notre Dame Academy Elementary School,,Los Angeles,CA,false
Notre Dame Academy Girls High School,,Los Angeles,CA,false
Our Lady of Guadalupe School - La,,Los Angeles,CA,false
Sally Dailey Meadows Elementary School,Vidalia City,Vidalia,GA,false
Falfurrias H S,Brooks County Isd,Falfurrias,TX,true
Sacred Heart Elementary School,,Los Angeles,CA,false
Liberty High,Perris Union High,Winchester,CA,false
Dunbar Twp El Sch,Connellsville Area SD,Connellsville,PA,false
Duncan Falls Elementary School,Franklin Local,Duncan Falls,OH,false
Dundee Elementary School,Garaway Local,Dundee,OH,false
Dundee Elementary School,Newberg SD 29J,Dundee,OR,false
Duniway Elementary School,Portland SD 1J,Portland,OR,false
Sierra High,Manteca Unified,Manteca,CA,false
Rockwall-Heath H S,Rockwall Isd,Heath,TX,false
The Shelby School,The Shelby School (79131),PAYSON,AZ,false
Salmon Alternative High School,Salmon District,Salmon,ID,false
Salmon Jr/Sr High School,Salmon District,Salmon,ID,true
Salmon Juvenile Detention Center,Salmon District,Salmon,ID,false
Falconer Middle/High School,Falconer Central School District,Falconer,NY,false
Dunloe Elementary School,Groveport Madison Local,Columbus,OH,false
Dunmore El Ctr,Dunmore SD,Dunmore,PA,false
Dunn's Corners School,Westerly,Westerly,RI,false
Duquesne El Sch,Duquesne City SD,Duquesne,PA,true
Durham Elementary School,Tigard-Tualatin SD 23J,Tigard,OR,false
Durham-Nockamixon El Sch,Palisades SD,Kintnersville,PA,false
Mission H S,Mission Cisd,Mission,TX,true
Shepton H S,Plano Isd,Plano,TX,false
Sacred Heart High School,,Los Angeles,CA,false
St Agnes School,,Los Angeles,CA,false
St Columbkille Elementary School,,Los Angeles,CA,false
St Eugene School,,Los Angeles,CA,false
St Lawrence of Brindisi Catholic School,,Los Angeles,CA,false
St Raphael Elementary School,,Los Angeles,CA,false
St Teresa of Avila School,,Los Angeles,CA,false
St Turibius School,,Los Angeles,CA,false
St Vincent School,,Los Angeles,CA,false
Seguin H S,Seguin Isd,Seguin,TX,true
Fall Creek High,Fall Creek School District,Fall Creek,WI,false
Visitation School,,Los Angeles,CA,false
St Benedict School,,Montebello,CA,false
Crespi Carmelite High School,,Encino,CA,false
Sandia High,Albuquerque,Albuquerque,NM,false
Dutch Ridge El Sch,Beaver Area SD,Beaver,PA,false
Falkenburg Road Jail,Hillsborough,Tampa,FL,false
Sherando High,Frederick County Public Schools,Stephens City,VA,false
Fall Creek Intermediate School,Hamilton Southeastern Schools,Fishers,IN,false
Fall Creek Junior High,Hamilton Southeastern Schools,Fishers,IN,false
Salmon Pioneer Primary School,Salmon District,Salmon,ID,false
Salmon River Jr/Sr High School,Salmon River Joint School District,Riggins,ID,true
Salt Creek Elem School,Salt Creek SD 48,Elmhurst,IL,false
Salt Creek Elem School,Comm Cons SD 59,Elk Grove Village,IL,false
Apex High,Wake County Schools,Apex,NC,false
Duxberry Park Alternative Elementary School,Columbus City Schools District,Columbus,OH,false
E a Powell Elementary School,North Baltimore Local,North Baltimore,OH,false
E J Blott Elementary School,Liberty Local,Youngstown,OH,false
Marysville Middle School,Marysville School District,Marysville,WA,true
Marysville NWESD 189 Youth Engagement,Marysville School District,Marysville,WA,false
St Anthony High School,,Long Beach,CA,false
La Purisima Concepcion School,,Lompoc,CA,false
Paraclete High School,,Lancaster,CA,false
Holy Family High School,,Glendale,CA,false
St Cyril of Jerusalem School,,Encino,CA,false
Our Lady of Grace School,,Encino,CA,false
