school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program
Omak Middle School,Omak School District,Omak,324,239,Yes under Community Eligibility Option (CEO)
On Track Academy,Spokane School District,Spokane,442,339,Yes under Community Eligibility Option (CEO)
Onalaska Elementary School,Onalaska School District,Onalaska,437,231,Yes under Community Eligibility Option (CEO)
Onalaska High School,Onalaska School District,Onalaska,281,133,Yes under Community Eligibility Option (CEO)
Onalaska Middle School,Onalaska School District,Onalaska,195,103,Yes under Community Eligibility Option (CEO)
Onion Creek Elementary,Onion Creek School District,Colville,45,32,Yes under Community Eligibility Option (CEO)
Open Door Re-Engagement,Othello School District,Othello,20,17,No
Open Door Youth Reengagement,Renton School District,Renton,50,32,No
Open Doors,Anacortes School District,Anacortes,7,,No
Open Doors,Burlington-Edison School District,Mt. Vernon,12,9,No
Open Doors,Spokane School District,Spokane,145,116,No
Open Doors,Vancouver School District,Vancouver,284,193,No
Open Doors - Youth Reengagement Program,Northwest Educational Service District 189,Anacortes,63,,No
Open Doors at Lwit,Lake Washington Institute of Technology,Kirkland,5,,No
Open Doors Battle Ground,Battle Ground School District,Brush Prairie,47,23,No
Open Doors Evergreen,Evergreen School District (Clark),Vancouver,157,83,No
Open Doors Re-Engagement,West Valley School District (Spokane),Spokane,3,,No
Open Doors Re-Engagement,Wenatchee School District,Wenatchee,91,69,No
Open Doors Youth Reengagement,Sultan School District,Sultan,11,7,No
Open Doors Youth Reengagement (1418),Federal Way School District,Federal Way,154,127,Yes under Community Eligibility Option (CEO)
Opportunity Elementary,Central Valley School District,Spokane Valley,631,467,Yes under Community Eligibility Option (CEO)
Options High School,Bellingham School District,Bellingham,176,95,Yes under Community Eligibility Option (CEO)
Orca K-8 School,Seattle School District No. 1,Seattle,278,108,Yes under Community Eligibility Option (CEO)
Orcas Island Elementary School,Orcas Island School District,Eastsound,160,64,Yes participating without using any Provision or the CEO
Orcas Island High School,Orcas Island School District,Eastsound,177,83,Yes participating without using any Provision or the CEO
Orcas Island Middle School,Orcas Island School District,Eastsound,110,43,Yes participating without using any Provision or the CEO
Orcas Island Montessori Public,Orcas Island School District,Eastsound,24,13,No
Orchard Center Elementary,West Valley School District (Spokane),Spokane,199,140,Yes under Community Eligibility Option (CEO)
Orchard Elementary,Richland School District,Richland,594,145,Yes participating without using any Provision or the CEO
Orchard Heights Elementary,South Kitsap School District,Port Orchard,529,307,Yes under Community Eligibility Option (CEO)
Orchard Middle School,Wenatchee School District,Wenatchee,395,303,Yes under Community Eligibility Option (CEO)
Orchard Prairie Elementary,Orchard Prairie School District,Spokane,79,,No
Orchards Elementary School,Evergreen School District (Clark),Vancouver,433,258,Yes under Community Eligibility Option (CEO)
Ordway Elementary,Bainbridge Island School District,Bainbridge Island,320,55,Yes participating without using any Provision or the CEO
Orient Elementary School,Orient School District,Orient,42,32,Yes under Community Eligibility Option (CEO)
Orin C Smith Elementary School,Chehalis School District,Chehalis,647,342,Yes under Community Eligibility Option (CEO)
