school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Holz Elementary School,Kanawha County Schools,Charleston,304,,Yes under Community Eligibility Option (CEO),false
Hometown Elementary School,Putnam County Schools,Hometown,58,,Yes under Community Eligibility Option (CEO),false
Horace Mann Middle School,Kanawha County Schools,Charleston,385,,Yes under Community Eligibility Option (CEO),true
Huff Cons Elementary & Middle School,Wyoming County Schools,Hanover,235,,Yes under Community Eligibility Option (CEO),true
Hugh Dingess Elementary School,Logan County Schools,Harts,88,,Yes under Community Eligibility Option (CEO),false
Hundred High School,Wetzel County Schools,Hundred,66,,Yes under Community Eligibility Option (CEO),false
Huntington East Middle School,Cabell County Schools,Huntington,546,,Yes under Community Eligibility Option (CEO),true
Huntington High School,Cabell County Schools,Huntington,1667,,Yes under Community Eligibility Option (CEO),true
Huntington Middle School,Cabell County Schools,Huntington,601,,Yes under Community Eligibility Option (CEO),true
Hurricane High School,Putnam County Schools,Hurricane,1141,,Yes participating without using any Provision or the CEO,false
Hurricane Middle School,Putnam County Schools,Hurricane,821,,Yes participating without using any Provision or the CEO,false
Hurricane Town Elementary School,Putnam County Schools,Hurricane,269,,Yes under Community Eligibility Option (CEO),false
Iaeger Elementary School,McDowell County Schools,Iaeger,201,,Yes under Community Eligibility Option (CEO),false
Ice Mountain Elementary School,Hampshire County Schools,Slanesville,204,,Yes under Community Eligibility Option (CEO),false
Independence High School,Raleigh County Schools,Sophia,597,,Yes participating without using any Provision or the CEO,false
Independence Middle School,Raleigh County Schools,Coal City,401,,Yes participating without using any Provision or the CEO,true
Inwood Primary School,Berkeley County Schools,Inwood,155,,Yes participating without using any Provision or the CEO,false
Jackson Middle School,Wood County Schools,Vienna,429,,Yes under Community Eligibility Option (CEO),false
James Monroe High School,Monroe County Schools,Lindside,460,,Yes under Community Eligibility Option (CEO),false
Jane Lew Elementary School,Lewis County Schools,Jane Lew,271,,Yes under Community Eligibility Option (CEO),false
Jayenne Elementary School,Marion County Schools,Fairmont,310,,Yes under Community Eligibility Option (CEO),false
Jefferson Elementary Center,Wood County Schools,Parkersburg,475,,Yes under Community Eligibility Option (CEO),false
Jefferson High School,Jefferson County Schools,Shenandoah Junction,1431,,Yes under Community Eligibility Option (CEO),false
Jennings Randolph Elementary School,Randolph County Schools,Elkins,212,,Yes under Community Eligibility Option (CEO),false
John Adams Middle School,Kanawha County Schools,Charleston,740,,Yes under Community Eligibility Option (CEO),false
John Marshall High School,Marshall County Schools,Glen Dale,1048,,Yes under Community Eligibility Option (CEO),false
Johnson Elementary School,Harrison County Schools,Bridgeport,742,,Yes under Community Eligibility Option (CEO),false
Jumping Branch Elementary School,Summers County Schools,Jumping Branch,86,,Yes under Community Eligibility Option (CEO),false
Junior Elementary,Barbour County Schools,Junior,111,,Yes under Community Eligibility Option (CEO),false
Justice Elementary School,Logan County Schools,Logan,82,,Yes under Community Eligibility Option (CEO),false
Kanawha City Elementary School,Kanawha County Schools,Charleston,242,,Yes under Community Eligibility Option (CEO),false
Kanawha Elementary School,Wood County Schools,Davisville,265,,Yes under Community Eligibility Option (CEO),false
Kasson Elementarymiddle School,Barbour County Schools,Moatsville,179,,Yes under Community Eligibility Option (CEO),false
Kcs Alternative Learning,Kanawha County Schools,Charleston,134,,Yes under Community Eligibility Option (CEO),false
Kellogg Elementary School,Wayne County Schools,Huntington,328,,Yes under Community Eligibility Option (CEO),false
Kenna Elementary School,Kanawha County Schools,Charleston,180,,Yes under Community Eligibility Option (CEO),false
Kenna Elementary School,Jackson County Schools,Kenna,225,,Yes under Community Eligibility Option (CEO),false
