school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Fox Hollow School,Alpine District,Lehi,733,133,Yes participating without using any Provision or the CEO,false
Fox Hollow School,Jordan District,West Jordan,872,231,Yes participating without using any Provision or the CEO,false
Foxboro School,Davis District,North Salt Lake,486,131,Yes participating without using any Provision or the CEO,false
Franklin Discovery Academy,Franklin Discovery Academy,Vineyard,710,155,Yes participating without using any Provision or the CEO,false
Franklin School,Provo District,Provo,398,287,Yes participating without using any Provision or the CEO,false
Franklin School,Salt Lake District,Salt Lake City,325,323,Yes under Community Eligibility Option (CEO),false
Freedom Preparatory Academy,Freedom Preparatory Academy,Provo,1248,529,Yes participating without using any Provision or the CEO,true
Freedom Preparatory Academy - Vineyard,Freedom Preparatory Academy,Vineyard,505,107,Yes participating without using any Provision or the CEO,false
Freedom Preparatory Academy Washington,Freedom Preparatory Academy,Saint George,412,96,Yes participating without using any Provision or the CEO,false
Freedom School,Alpine District,Highland,670,53,Yes participating without using any Provision or the CEO,false
Freedom School,Weber District,Hooper,784,246,Yes participating without using any Provision or the CEO,false
Fremont High,Weber District,Plain City,1448,266,Yes participating without using any Provision or the CEO,false
Frontier Middle School,Alpine District,Eagle Mountain,1781,382,Yes participating without using any Provision or the CEO,false
Garfield Online,Garfield District,Panguitch,705,80,No,false
Garland School,Box Elder District,Garland,658,191,Yes participating without using any Provision or the CEO,false
Garrison School,Millard District,Garrison,18,,No,false
Gateway Preparatory Academy,Gateway Preparatory Academy,Enoch,732,392,Yes participating without using any Provision or the CEO,true
Gearld Wright School,Granite District,Salt Lake City,532,192,Yes participating without using any Provision or the CEO,false
George Washington Academy,George Washington Academy,St George,1013,192,Yes participating without using any Provision or the CEO,false
