school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Jessie Mae Monroe Elementary,Brunswick County Schools,Ash,390,387,Yes participating without using any Provision or the CEO,false
John a Holmes High,Edenton-Chowan Schools,Edenton,554,551,Yes participating without using any Provision or the CEO,true
John C Tayloe Elementary,Beaufort County Schools,Washington,382,379,Yes participating without using any Provision or the CEO,false
John Chavis Middle School,Gaston County Schools,Cherryville,412,409,Yes participating without using any Provision or the CEO,true
John J Blair Elementary,New Hanover County Schools,Wilmington,451,447,Yes participating without using any Provision or the CEO,false
John M Morehead High,Rockingham County Schools,Eden,771,768,Yes participating without using any Provision or the CEO,true
John R Griffin Middle,Cumberland County Schools,Fayetteville,1024,423,Yes participating without using any Provision or the CEO,false
John R Lawrence Elementary School,Randolph County School System,Archdale,394,391,Yes participating without using any Provision or the CEO,false
John Small Elementary,Beaufort County Schools,Washington,379,376,Yes participating without using any Provision or the CEO,false
John T Hoggard High,New Hanover County Schools,Wilmington,2082,753,Yes participating without using any Provision or the CEO,false
John Van Lindley Elementary,Guilford County Schools,Greensboro,521,518,Yes participating without using any Provision or the CEO,false
John W Dillard Academy,Rockingham County Schools,Madison,256,253,Yes participating without using any Provision or the CEO,false
John W Jones Elementary,Wilson County Schools,Wilson,601,598,Yes participating without using any Provision or the CEO,false
Johnson Street Global Studies,Guilford County Schools,High Point,389,381,Yes participating without using any Provision or the CEO,true
Johnsonville Elementary,Harnett County Schools,Cameron,489,485,Yes participating without using any Provision or the CEO,false
Johnston Charter Academy,Johnston Charter Academy,Clayton,677,342,Yes participating without using any Provision or the CEO,false
Johnston Co Early College Academy,Johnston County Public Schools,Smithfield,251,248,Yes participating without using any Provision or the CEO,false
Johnston County Schools Career Technical,Johnston County Public Schools,Smithfield,241,238,Yes participating without using any Provision or the CEO,false
Johnston Elementary,Buncombe County Schools,Asheville,217,214,Yes participating without using any Provision or the CEO,false
Jonathan Valley Elementary,Haywood County Schools,Waynesville,336,331,Yes participating without using any Provision or the CEO,false
Jones Dairy Elementary,Wake County Schools,Wake Forest,627,94,Yes participating without using any Provision or the CEO,false
Jones Intermediate,Mount Airy City Schools,Mount Airy,339,336,Yes participating without using any Provision or the CEO,false
Jones Senior High School,Jones County Schools,Trenton,495,492,Yes participating without using any Provision or the CEO,true
Jonesville Elementary,Yadkin County Schools,Jonesville,268,265,Yes participating without using any Provision or the CEO,false
Jordan-Matthews High,Chatham County Schools,Siler City,848,845,Yes participating without using any Provision or the CEO,true
Joseph W Grier Academy,Charlotte-Mecklenburg Schools,Charlotte,529,526,Yes participating without using any Provision or the CEO,false
Joyner Elementary,Wake County Schools,Raleigh,569,192,Yes participating without using any Provision or the CEO,false
Julius I Foust Elementary,Guilford County Schools,Greensboro,661,658,Yes participating without using any Provision or the CEO,false
Julius L. Chambers High School,Charlotte-Mecklenburg Schools,Charlotte,2225,2222,Yes participating without using any Provision or the CEO,true
Junaluska Elementary,Haywood County Schools,Waynesville,428,425,Yes participating without using any Provision or the CEO,false
Junius H Rose High,Pitt County Schools,Greenville,1568,1565,Yes participating without using any Provision or the CEO,true
Kannapolis Middle School 6,Kannapolis City Schools,Kannapolis,358,355,Yes participating without using any Provision or the CEO,false
Kannapolis Middle School 7/8,Kannapolis City Schools,Kannapolis,782,779,Yes participating without using any Provision or the CEO,false
Kearns Academy,Guilford County Schools,High Point,108,105,Yes participating without using any Provision or the CEO,true
Kenansville Elementary,Duplin County Schools,Kenansville,599,596,Yes participating without using any Provision or the CEO,true
Kennedy Middle,Charlotte-Mecklenburg Schools,Charlotte,990,987,Yes participating without using any Provision or the CEO,false
Kensington Elementary,Union County Public Schools,Waxhaw,901,108,Yes participating without using any Provision or the CEO,false
Kernersville Elementary,Winston Salem / Forsyth County Schools,Kernersville,568,565,Yes participating without using any Provision or the CEO,false
Kernersville Middle,Winston Salem / Forsyth County Schools,Kernersville,754,746,Yes participating without using any Provision or the CEO,true
Kernodle Middle,Guilford County Schools,Greensboro,707,694,Yes participating without using any Provision or the CEO,false
Kestrel Heights School,Kestrel Heights School,Durham,421,237,Yes participating without using any Provision or the CEO,false
Kimberley Park Elementary,Winston Salem / Forsyth County Schools,Winston Salem,332,329,Yes participating without using any Provision or the CEO,false
Kimmel Farm Elementary,Winston Salem / Forsyth County Schools,Winston-Salem,760,757,Yes participating without using any Provision or the CEO,false
King Elementary School,Stokes County Schools,King,383,379,Yes participating without using any Provision or the CEO,false
Kings Creek Elementary,Caldwell County Schools,Lenoir,153,150,Yes participating without using any Provision or the CEO,true
Kings Mountain High,Cleveland County Schools,Kings Mountain,1305,1289,Yes participating without using any Provision or the CEO,false
Kings Mountain Intermediate,Cleveland County Schools,Kings Mountain,601,597,Yes participating without using any Provision or the CEO,false
Kings Mountain Middle,Cleveland County Schools,Kings Mountain,631,628,Yes participating without using any Provision or the CEO,true
Kingswood Elementary,Wake County Schools,Cary,427,181,Yes participating without using any Provision or the CEO,false
Kingswood School,Winston Salem / Forsyth County Schools,Winston-Salem,9,6,Yes participating without using any Provision or the CEO,true
Kinston High,Lenoir County Public Schools,Kinston,659,653,Yes participating without using any Provision or the CEO,true
Kipp Charlotte,KIPP: Charlotte,Charlotte,813,804,Yes participating without using any Provision or the CEO,true
Kipp Durham College Preparatory,KIPP Durham College Preparatory,Durham,380,377,Yes participating without using any Provision or the CEO,true
Kipp Gaston College Preparatory,KIPP Gaston College Preparatory,Gaston,1143,1130,Yes participating without using any Provision or the CEO,true
Kipp Halifax College Preparatory,KIPP Halifax College Preparatory,Halifax,528,524,Yes participating without using any Provision or the CEO,true
Kirkman Park Elementary,Guilford County Schools,High Point,236,233,Yes participating without using any Provision or the CEO,false
Kiser Elementary,Gaston County Schools,Stanley,328,325,Yes participating without using any Provision or the CEO,false
Kiser Middle,Guilford County Schools,Greensboro,1074,1071,Yes participating without using any Provision or the CEO,true
Kitty Hawk Elementary School,Dare County Schools,Kitty Hawk,487,113,Yes participating without using any Provision or the CEO,false
Knightdale Elementary,Wake County Schools,Knightdale,549,546,Yes participating without using any Provision or the CEO,false
Knightdale High,Wake County Schools,Knightdale,1695,1134,Yes participating without using any Provision or the CEO,true
Knights View Elementary School,Charlotte-Mecklenburg Schools,Charlotte,511,99,Yes participating without using any Provision or the CEO,false
Knollwood Elementary,Rowan-Salisbury Schools,Salisbury,585,582,Yes participating without using any Provision or the CEO,false
Knotts Island Elementary,Currituck County Schools,Knotts Island,91,40,Yes participating without using any Provision or the CEO,false
Konnoak Elementary,Winston Salem / Forsyth County Schools,Winston Salem,600,597,Yes participating without using any Provision or the CEO,false
Konnoak Middle School,Winston Salem / Forsyth County Schools,Winston Salem,363,360,Yes participating without using any Provision or the CEO,false
Koontz Elementary,Rowan-Salisbury Schools,Salisbury,554,514,Yes participating without using any Provision or the CEO,false
Koontz Intermediate,Buncombe County Schools,Asheville,725,719,Yes participating without using any Provision or the CEO,false
L B Yancey Elementary,Vance County Schools,Henderson,186,183,Yes participating without using any Provision or the CEO,false
L Gilbert Carroll,Public Schools of Robeson County,Lumberton,494,491,Yes participating without using any Provision or the CEO,false
L J Bell Elementary,Richmond County Schools,Rockingham,449,440,Yes participating without using any Provision or the CEO,false
La Grange Elementary,Lenoir County Public Schools,La Grange,547,544,Yes participating without using any Provision or the CEO,false
Lacy Elementary,Wake County Schools,Raleigh,695,165,Yes participating without using any Provision or the CEO,false
Lafayette Elementary,Harnett County Schools,Fuquay-Varina,179,58,Yes participating without using any Provision or the CEO,false
Lake Forest Academy,New Hanover County Schools,Wilmington,45,42,Yes participating without using any Provision or the CEO,true
Lake Lure Classical Academy,Lake Lure Classical Academy,Lake Lure,481,,No,true
