school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Pope Farm Elementary,Middleton-Cross Plains Area School District,Middleton,448,35,Yes participating without using any Provision or the CEO,false
Poplar Creek Elementary,New Berlin School District,New Berlin,514,115,Yes participating without using any Provision or the CEO,false
Port Edwards Ed Heuer Elementary School,Port Edwards School District,Port Edwards,202,118,Yes participating without using any Provision or the CEO,false
Port Washington High,Port Washington-Saukville School District,Port Washington,809,196,Yes participating without using any Provision or the CEO,false
Portage Academy of Achievement,Portage Community School District,Portage,24,3,No,false
Portage High,Portage Community School District,Portage,600,183,Yes participating without using any Provision or the CEO,false
Portage Partnering Preschool,Portage Community School District,Portage,129,,No,false
Potosi Elementary,Potosi School District,Potosi,166,40,Yes participating without using any Provision or the CEO,false
Potosi High,Potosi School District,Potosi,107,38,Yes participating without using any Provision or the CEO,false
Potosi Middle,Potosi School District,Potosi,66,18,Yes participating without using any Provision or the CEO,false
Powers Elementary,Beloit Turner School District,Beloit,331,132,Yes participating without using any Provision or the CEO,false
Poynette Elementary,Poynette School District,Poynette,416,94,Yes participating without using any Provision or the CEO,false
Poynette High,Poynette School District,Poynette,296,59,Yes participating without using any Provision or the CEO,true
Poynette Middle,Poynette School District,Poynette,271,58,Yes participating without using any Provision or the CEO,true
Prairie Du Chien High,Prairie du Chien Area School District,Prairie du Chien,287,140,Yes participating without using any Provision or the CEO,true
Prairie Elementary,Waukesha School District,Waukesha,348,100,Yes participating without using any Provision or the CEO,false
Prairie Farm Elementary,Prairie Farm Public School District,Prairie Farm,125,52,Yes participating without using any Provision or the CEO,false
Prairie Farm High,Prairie Farm Public School District,Prairie Farm,125,40,Yes participating without using any Provision or the CEO,false
Prairie Farm Middle,Prairie Farm Public School District,Prairie Farm,73,26,Yes participating without using any Provision or the CEO,true
Prairie Lane Elementary,Kenosha School District,Pleasant Prairie,451,128,Yes under Community Eligibility Option (CEO),false
Prairie Phoenix Academy,Sun Prairie Area School District,Sun Prairie,88,49,Yes under Community Eligibility Option (CEO),false
Prairie Ridge Early Learning School,Eau Claire Area School District,Eau Claire,248,158,Yes under Community Eligibility Option (CEO),false
Prairie Ridge Intermediate,Reedsburg School District,Reedsburg,505,251,Yes participating without using any Provision or the CEO,false
Prairie River Middle,Merrill Area School District,Merrill,507,240,Yes participating without using any Provision or the CEO,false
Prairie View Elementary,Beaver Dam Unified School District,Beaver Dam,337,142,Yes participating without using any Provision or the CEO,false
Prairie View Elementary,De Soto Area School District,De Soto,92,42,Yes participating without using any Provision or the CEO,false
Prairie View Elementary,East Troy Community School District,East Troy,261,77,Yes participating without using any Provision or the CEO,false
Prairie View Elementary,Holmen School District,Holmen,466,97,Yes participating without using any Provision or the CEO,false
Prairie View Elementary,Mukwonago School District,North Prairie,417,69,Yes participating without using any Provision or the CEO,false
Prairie View Elementary,Oregon School District,Oregon,330,65,Yes participating without using any Provision or the CEO,false
Prairie View Middle,Sun Prairie Area School District,Sun Prairie,699,251,Yes participating without using any Provision or the CEO,false
Pratt Elementary,Milwaukee School District,Milwaukee,288,256,Yes under Community Eligibility Option (CEO),false
Preble High,Green Bay Area Public School District,Green Bay,2149,1024,Yes participating without using any Provision or the CEO,false
Prentice Elementary,Prentice School District,Prentice,133,82,Yes under Community Eligibility Option (CEO),false
Prentice High,Prentice School District,Prentice,105,30,Yes under Community Eligibility Option (CEO),false
Prentice Middle,Prentice School District,Prentice,90,34,Yes under Community Eligibility Option (CEO),false
